Código disciplina;Nome disciplina;Qtd de estudantes;Aprovações;Reprovações;Abandonos;Taxa de aprovação;Taxa de reprovação
FCTE0033;Transferência de Calor Aeroespacial;28;12;14;2;0.4286;0.5
FCTE0033;Transferência de Calor Aeroespacial;42;31;9;2;0.7381;0.2143
FCTE0033;Transferência de Calor Aeroespacial;45;29;14;2;0.6444;0.3111
FCTE0033;Transferência de Calor Aeroespacial;38;24;7;7;0.6316;0.1842
FCTE0033;Transferência de Calor Aeroespacial;49;28;18;3;0.5714;0.3673
FCTE0033;Transferência de Calor Aeroespacial;79;47;24;8;0.5949;0.3038
FCTE0033;Transferência de Calor Aeroespacial;68;47;18;3;0.6912;0.2647
FCTE0033;Transferência de Calor Aeroespacial;58;39;15;4;0.6724;0.2586
FCTE0033;Transferência de Calor Aeroespacial;59;39;17;3;0.661;0.2881
FCTE0033;Transferência de Calor Aeroespacial;70;52;16;2;0.7429;0.2286
FCTE0033;Transferência de Calor Aeroespacial;26;23;2;1;0.8846;0.0769
FCTE0033;Transferência de Calor Aeroespacial;52;32;16;4;0.6154;0.3077
FCTE0034;Projeto de Veículos Espaciais;49;24;18;7;0.4898;0.3673
FCTE0034;Projeto de Veículos Espaciais;81;47;28;6;0.5802;0.3457
FCTE0034;Projeto de Veículos Espaciais;60;36;18;6;0.6;0.3
FCTE0034;Projeto de Veículos Espaciais;71;47;17;7;0.662;0.2394
FCTE0034;Projeto de Veículos Espaciais;82;57;23;2;0.6951;0.2805
FCTE0034;Projeto de Veículos Espaciais;74;51;17;6;0.6892;0.2297
FCTE0034;Projeto de Veículos Espaciais;18;14;3;1;0.7778;0.1667
FCTE0034;Projeto de Veículos Espaciais;72;37;29;6;0.5139;0.4028
FCTE0034;Projeto de Veículos Espaciais;31;18;10;3;0.5806;0.3226
FCTE0034;Projeto de Veículos Espaciais;56;37;16;3;0.6607;0.2857
FCTE0034;Projeto de Veículos Espaciais;55;28;23;4;0.5091;0.4182
FCTE0034;Projeto de Veículos Espaciais;18;11;6;1;0.6111;0.3333
FCTE0034;Projeto de Veículos Espaciais;72;43;24;5;0.5972;0.3333
FCTE0034;Projeto de Veículos Espaciais;21;13;6;2;0.619;0.2857
FCTE0034;Projeto de Veículos Espaciais;55;37;15;3;0.6727;0.2727
FCTE0034;Projeto de Veículos Espaciais;77;48;23;6;0.6234;0.2987
FCTE0034;Projeto de Veículos Espaciais;62;43;15;4;0.6935;0.2419
FCTE0034;Projeto de Veículos Espaciais;80;46;24;10;0.575;0.3
FCTE0034;Projeto de Veículos Espaciais;25;13;9;3;0.52;0.36
FCTE0034;Projeto de Veículos Espaciais;76;47;23;6;0.6184;0.3026
FCTE0034;Projeto de Veículos Espaciais;55;38;15;2;0.6909;0.2727
FCTE0034;Projeto de Veículos Espaciais;32;24;6;2;0.75;0.1875
FCTE0034;Projeto de Veículos Espaciais;44;15;22;7;0.3409;0.5
FCTE0034;Projeto de Veículos Espaciais;74;48;20;6;0.6486;0.2703
FCTE0035;Integração e Testes Aeroespaciais;61;57;4;0;0.9344;0.0656
FCTE0035;Integração e Testes Aeroespaciais;61;58;3;0;0.9508;0.0492
FCTE0035;Integração e Testes Aeroespaciais;69;59;9;1;0.8551;0.1304
FCTE0035;Integração e Testes Aeroespaciais;63;51;9;3;0.8095;0.1429
FCTE0035;Integração e Testes Aeroespaciais;27;23;3;1;0.8519;0.1111
FCTE0035;Integração e Testes Aeroespaciais;48;41;6;1;0.8542;0.125
FCTE0035;Integração e Testes Aeroespaciais;22;17;5;0;0.7727;0.2273
FCTE0035;Integração e Testes Aeroespaciais;64;57;7;0;0.8906;0.1094
FCTE0035;Integração e Testes Aeroespaciais;46;41;4;1;0.8913;0.087
FCTE0035;Integração e Testes Aeroespaciais;79;71;5;3;0.8987;0.0633
FCTE0035;Integração e Testes Aeroespaciais;42;33;9;0;0.7857;0.2143
FCTE0035;Integração e Testes Aeroespaciais;24;21;3;0;0.875;0.125
FCTE0035;Integração e Testes Aeroespaciais;23;19;4;0;0.8261;0.1739
FCTE0035;Integração e Testes Aeroespaciais;41;33;3;5;0.8049;0.0732
FCTE0035;Integração e Testes Aeroespaciais;54;48;6;0;0.8889;0.1111
FCTE0035;Integração e Testes Aeroespaciais;36;34;1;1;0.9444;0.0278
FCTE0035;Integração e Testes Aeroespaciais;76;68;7;1;0.8947;0.0921
FCTE0035;Integração e Testes Aeroespaciais;56;54;2;0;0.9643;0.0357
FCTE0035;Integração e Testes Aeroespaciais;31;22;7;2;0.7097;0.2258
FCTE0035;Integração e Testes Aeroespaciais;56;48;6;2;0.8571;0.1071
FCTE0035;Integração e Testes Aeroespaciais;69;66;1;2;0.9565;0.0145
FCTE0035;Integração e Testes Aeroespaciais;80;70;6;4;0.875;0.075
FCTE0035;Integração e Testes Aeroespaciais;44;37;4;3;0.8409;0.0909
FCTE0035;Integração e Testes Aeroespaciais;80;76;3;1;0.95;0.0375
FCTE0036;Circuitos Elétricos 1;23;19;4;0;0.8261;0.1739
FCTE0036;Circuitos Elétricos 1;63;57;5;1;0.9048;0.0794
FCTE0036;Circuitos Elétricos 1;42;32;8;2;0.7619;0.1905
FCTE0036;Circuitos Elétricos 1;41;35;6;0;0.8537;0.1463
FCTE0036;Circuitos Elétricos 1;29;25;1;3;0.8621;0.0345
FCTE0036;Circuitos Elétricos 1;29;25;4;0;0.8621;0.1379
FCTE0036;Circuitos Elétricos 1;82;61;21;0;0.7439;0.2561
FCTE0036;Circuitos Elétricos 1;70;58;11;1;0.8286;0.1571
FCTE0036;Circuitos Elétricos 1;42;34;7;1;0.8095;0.1667
FCTE0036;Circuitos Elétricos 1;49;41;7;1;0.8367;0.1429
FCTE0036;Circuitos Elétricos 1;55;36;17;2;0.6545;0.3091
FCTE0036;Circuitos Elétricos 1;65;54;5;6;0.8308;0.0769
FCTE0036;Circuitos Elétricos 1;46;34;11;1;0.7391;0.2391
FCTE0036;Circuitos Elétricos 1;26;22;3;1;0.8462;0.1154
FCTE0036;Circuitos Elétricos 1;43;32;9;2;0.7442;0.2093
FCTE0036;Circuitos Elétricos 1;68;56;9;3;0.8235;0.1324
FCTE0036;Circuitos Elétricos 1;35;30;4;1;0.8571;0.1143
FCTE0036;Circuitos Elétricos 1;21;17;2;2;0.8095;0.0952
FCTE0036;Circuitos Elétricos 1;74;57;16;1;0.7703;0.2162
FCTE0036;Circuitos Elétricos 1;19;17;2;0;0.8947;0.1053
FCTE0036;Circuitos Elétricos 1;68;61;7;0;0.8971;0.1029
FCTE0036;Circuitos Elétricos 1;42;37;4;1;0.881;0.0952
FCTE0036;Circuitos Elétricos 1;79;65;10;4;0.8228;0.1266
FCTE0036;Circuitos Elétricos 1;39;28;11;0;0.7179;0.2821
FCTE0037;Circuitos Elétricos 2;26;21;3;2;0.8077;0.1154
FCTE0037;Circuitos Elétricos 2;52;40;12;0;0.7692;0.2308
FCTE0037;Circuitos Elétricos 2;50;40;10;0;0.8;0.2
FCTE0037;Circuitos Elétricos 2;59;43;8;8;0.7288;0.1356
FCTE0037;Circuitos Elétricos 2;50;38;8;4;0.76;0.16
FCTE0037;Circuitos Elétricos 2;82;73;4;5;0.8902;0.0488
FCTE0037;Circuitos Elétricos 2;46;32;11;3;0.6957;0.2391
FCTE0037;Circuitos Elétricos 2;80;45;31;4;0.5625;0.3875
FCTE0037;Circuitos Elétricos 2;42;34;6;2;0.8095;0.1429
FCTE0037;Circuitos Elétricos 2;69;59;9;1;0.8551;0.1304
FCTE0037;Circuitos Elétricos 2;38;28;6;4;0.7368;0.1579
FCTE0037;Circuitos Elétricos 2;28;24;3;1;0.8571;0.1071
FCTE0037;Circuitos Elétricos 2;60;45;13;2;0.75;0.2167
FCTE0037;Circuitos Elétricos 2;74;61;11;2;0.8243;0.1486
FCTE0037;Circuitos Elétricos 2;19;15;3;1;0.7895;0.1579
FCTE0037;Circuitos Elétricos 2;46;36;8;2;0.7826;0.1739
FCTE0037;Circuitos Elétricos 2;38;31;5;2;0.8158;0.1316
FCTE0037;Circuitos Elétricos 2;82;67;11;4;0.8171;0.1341
FCTE0037;Circuitos Elétricos 2;70;56;11;3;0.8;0.1571
FCTE0037;Circuitos Elétricos 2;22;16;3;3;0.7273;0.1364
FCTE0037;Circuitos Elétricos 2;61;54;3;4;0.8852;0.0492
FCTE0037;Circuitos Elétricos 2;20;18;0;2;0.9;0.0
FCTE0037;Circuitos Elétricos 2;81;58;16;7;0.716;0.1975
FCTE0037;Circuitos Elétricos 2;77;56;17;4;0.7273;0.2208
FCTE0038;Eletrônica Analógica;64;49;13;2;0.7656;0.2031
FCTE0038;Eletrônica Analógica;36;26;9;1;0.7222;0.25
FCTE0038;Eletrônica Analógica;77;43;30;4;0.5584;0.3896
FCTE0038;Eletrônica Analógica;25;21;3;1;0.84;0.12
FCTE0038;Eletrônica Analógica;67;50;16;1;0.7463;0.2388
FCTE0038;Eletrônica Analógica;71;57;12;2;0.8028;0.169
FCTE0038;Eletrônica Analógica;67;48;15;4;0.7164;0.2239
FCTE0038;Eletrônica Analógica;31;22;6;3;0.7097;0.1935
FCTE0038;Eletrônica Analógica;35;30;5;0;0.8571;0.1429
FCTE0038;Eletrônica Analógica;18;13;4;1;0.7222;0.2222
FCTE0038;Eletrônica Analógica;41;34;5;2;0.8293;0.122
FCTE0038;Eletrônica Analógica;64;45;16;3;0.7031;0.25
FCTE0038;Eletrônica Analógica;29;25;3;1;0.8621;0.1034
FCTE0038;Eletrônica Analógica;49;39;8;2;0.7959;0.1633
FCTE0038;Eletrônica Analógica;41;30;10;1;0.7317;0.2439
FCTE0038;Eletrônica Analógica;66;52;10;4;0.7879;0.1515
FCTE0038;Eletrônica Analógica;59;50;8;1;0.8475;0.1356
FCTE0038;Eletrônica Analógica;24;15;9;0;0.625;0.375
FCTE0038;Eletrônica Analógica;78;47;23;8;0.6026;0.2949
FCTE0038;Eletrônica Analógica;30;25;4;1;0.8333;0.1333
FCTE0038;Eletrônica Analógica;54;39;11;4;0.7222;0.2037
FCTE0038;Eletrônica Analógica;24;20;2;2;0.8333;0.0833
FCTE0038;Eletrônica Analógica;70;46;20;4;0.6571;0.2857
FCTE0038;Eletrônica Analógica;80;47;28;5;0.5875;0.35
FCTE0039;Eletrônica Digital;59;39;15;5;0.661;0.2542
FCTE0039;Eletrônica Digital;67;47;16;4;0.7015;0.2388
FCTE0039;Eletrônica Digital;26;20;4;2;0.7692;0.1538
FCTE0039;Eletrônica Digital;58;33;19;6;0.569;0.3276
FCTE0039;Eletrônica Digital;61;40;17;4;0.6557;0.2787
FCTE0039;Eletrônica Digital;58;38;14;6;0.6552;0.2414
FCTE0039;Eletrônica Digital;42;33;6;3;0.7857;0.1429
FCTE0039;Eletrônica Digital;44;26;16;2;0.5909;0.3636
FCTE0039;Eletrônica Digital;56;38;17;1;0.6786;0.3036
FCTE0039;Eletrônica Digital;56;36;12;8;0.6429;0.2143
FCTE0039;Eletrônica Digital;60;46;13;1;0.7667;0.2167
FCTE0039;Eletrônica Digital;31;19;8;4;0.6129;0.2581
FCTE0039;Eletrônica Digital;38;21;13;4;0.5526;0.3421
FCTE0039;Eletrônica Digital;36;24;11;1;0.6667;0.3056
FCTE0039;Eletrônica Digital;25;19;4;2;0.76;0.16
FCTE0039;Eletrônica Digital;27;21;5;1;0.7778;0.1852
FCTE0039;Eletrônica Digital;40;27;12;1;0.675;0.3
FCTE0039;Eletrônica Digital;50;31;18;1;0.62;0.36
FCTE0039;Eletrônica Digital;61;41;13;7;0.6721;0.2131
FCTE0039;Eletrônica Digital;78;49;27;2;0.6282;0.3462
FCTE0039;Eletrônica Digital;31;17;9;5;0.5484;0.2903
FCTE0039;Eletrônica Digital;47;38;9;0;0.8085;0.1915
FCTE0039;Eletrônica Digital;57;36;15;6;0.6316;0.2632
FCTE0039;Eletrônica Digital;35;25;8;2;0.7143;0.2286
FCTE0040;Microcontroladores;33;22;11;0;0.6667;0.3333
FCTE0040;Microcontroladores;40;31;9;0;0.775;0.225
FCTE0040;Microcontroladores;37;24;11;2;0.6486;0.2973
FCTE0040;Microcontroladores;60;39;18;3;0.65;0.3
FCTE0040;Microcontroladores;75;57;17;1;0.76;0.2267
FCTE0040;Microcontroladores;40;25;13;2;0.625;0.325
FCTE0040;Microcontroladores;74;55;19;0;0.7432;0.2568
FCTE0040;Microcontroladores;52;36;16;0;0.6923;0.3077
FCTE0040;Microcontroladores;32;20;10;2;0.625;0.3125
FCTE0040;Microcontroladores;30;23;7;0;0.7667;0.2333
FCTE0040;Microcontroladores;77;42;34;1;0.5455;0.4416
FCTE0040;Microcontroladores;72;46;25;1;0.6389;0.3472
FCTE0040;Microcontroladores;37;30;6;1;0.8108;0.1622
FCTE0040;Microcontroladores;40;27;8;5;0.675;0.2
FCTE0040;Microcontroladores;38;20;17;1;0.5263;0.4474
FCTE0040;Microcontroladores;79;54;24;1;0.6835;0.3038
FCTE0040;Microcontroladores;74;59;15;0;0.7973;0.2027
FCTE0040;Microcontroladores;55;35;19;1;0.6364;0.3455
FCTE0040;Microcontroladores;52;40;11;1;0.7692;0.2115
FCTE0040;Microcontroladores;23;12;10;1;0.5217;0.4348
FCTE0040;Microcontroladores;45;37;8;0;0.8222;0.1778
FCTE0040;Microcontroladores;30;24;6;0;0.8;0.2
FCTE0040;Microcontroladores;65;39;25;1;0.6;0.3846
FCTE0040;Microcontroladores;56;44;12;0;0.7857;0.2143
FCTE0041;Sistemas Embarcados;29;15;12;2;0.5172;0.4138
FCTE0041;Sistemas Embarcados;50;30;20;0;0.6;0.4
FCTE0041;Sistemas Embarcados;65;48;14;3;0.7385;0.2154
FCTE0041;Sistemas Embarcados;32;22;10;0;0.6875;0.3125
FCTE0041;Sistemas Embarcados;42;26;16;0;0.619;0.381
FCTE0041;Sistemas Embarcados;76;52;21;3;0.6842;0.2763
FCTE0041;Sistemas Embarcados;31;26;4;1;0.8387;0.129
FCTE0041;Sistemas Embarcados;26;13;13;0;0.5;0.5
FCTE0041;Sistemas Embarcados;33;24;8;1;0.7273;0.2424
FCTE0041;Sistemas Embarcados;56;41;15;0;0.7321;0.2679
FCTE0041;Sistemas Embarcados;82;55;24;3;0.6707;0.2927
FCTE0041;Sistemas Embarcados;73;53;18;2;0.726;0.2466
FCTE0041;Sistemas Embarcados;41;28;10;3;0.6829;0.2439
FCTE0041;Sistemas Embarcados;68;45;19;4;0.6618;0.2794
FCTE0041;Sistemas Embarcados;36;23;10;3;0.6389;0.2778
FCTE0041;Sistemas Embarcados;79;46;32;1;0.5823;0.4051
FCTE0041;Sistemas Embarcados;69;36;31;2;0.5217;0.4493
FCTE0041;Sistemas Embarcados;43;25;16;2;0.5814;0.3721
FCTE0041;Sistemas Embarcados;78;47;28;3;0.6026;0.359
FCTE0041;Sistemas Embarcados;77;57;19;1;0.7403;0.2468
FCTE0041;Sistemas Embarcados;44;28;15;1;0.6364;0.3409
FCTE0041;Sistemas Embarcados;53;33;18;2;0.6226;0.3396
FCTE0041;Sistemas Embarcados;72;47;22;3;0.6528;0.3056
FCTE0041;Sistemas Embarcados;65;41;23;1;0.6308;0.3538
FCTE0042;Instrumentação Eletrônica;22;18;2;2;0.8182;0.0909
FCTE0042;Instrumentação Eletrônica;55;50;3;2;0.9091;0.0545
FCTE0042;Instrumentação Eletrônica;26;21;4;1;0.8077;0.1538
FCTE0042;Instrumentação Eletrônica;60;56;3;1;0.9333;0.05
FCTE0042;Instrumentação Eletrônica;26;20;3;3;0.7692;0.1154
FCTE0042;Instrumentação Eletrônica;20;15;5;0;0.75;0.25
FCTE0042;Instrumentação Eletrônica;64;59;3;2;0.9219;0.0469
FCTE0042;Instrumentação Eletrônica;19;15;3;1;0.7895;0.1579
FCTE0042;Instrumentação Eletrônica;23;19;1;3;0.8261;0.0435
FCTE0042;Instrumentação Eletrônica;49;40;7;2;0.8163;0.1429
FCTE0042;Instrumentação Eletrônica;73;65;6;2;0.8904;0.0822
FCTE0042;Instrumentação Eletrônica;26;22;3;1;0.8462;0.1154
FCTE0042;Instrumentação Eletrônica;42;39;2;1;0.9286;0.0476
FCTE0042;Instrumentação Eletrônica;32;29;1;2;0.9062;0.0312
FCTE0042;Instrumentação Eletrônica;68;51;12;5;0.75;0.1765
FCTE0042;Instrumentação Eletrônica;80;72;6;2;0.9;0.075
FCTE0042;Instrumentação Eletrônica;25;22;0;3;0.88;0.0
FCTE0042;Instrumentação Eletrônica;58;49;7;2;0.8448;0.1207
FCTE0042;Instrumentação Eletrônica;48;38;9;1;0.7917;0.1875
FCTE0042;Instrumentação Eletrônica;30;29;1;0;0.9667;0.0333
FCTE0042;Instrumentação Eletrônica;77;57;18;2;0.7403;0.2338
FCTE0042;Instrumentação Eletrônica;43;34;4;5;0.7907;0.093
FCTE0042;Instrumentação Eletrônica;55;46;8;1;0.8364;0.1455
FCTE0042;Instrumentação Eletrônica;44;32;10;2;0.7273;0.2273
FCTE0043;Processamento Digital de Sinais;39;35;1;3;0.8974;0.0256
FCTE0043;Processamento Digital de Sinais;58;42;14;2;0.7241;0.2414
FCTE0043;Processamento Digital de Sinais;41;34;1;6;0.8293;0.0244
FCTE0043;Processamento Digital de Sinais;28;23;3;2;0.8214;0.1071
FCTE0043;Processamento Digital de Sinais;57;44;9;4;0.7719;0.1579
FCTE0043;Processamento Digital de Sinais;31;22;6;3;0.7097;0.1935
FCTE0043;Processamento Digital de Sinais;47;34;10;3;0.7234;0.2128
FCTE0043;Processamento Digital de Sinais;23;21;0;2;0.913;0.0
FCTE0043;Processamento Digital de Sinais;55;43;8;4;0.7818;0.1455
FCTE0043;Processamento Digital de Sinais;65;49;14;2;0.7538;0.2154
FCTE0043;Processamento Digital de Sinais;78;65;10;3;0.8333;0.1282
FCTE0043;Processamento Digital de Sinais;32;22;10;0;0.6875;0.3125
FCTE0043;Processamento Digital de Sinais;32;27;3;2;0.8438;0.0938
FCTE0043;Processamento Digital de Sinais;45;38;4;3;0.8444;0.0889
FCTE0043;Processamento Digital de Sinais;45;32;12;1;0.7111;0.2667
FCTE0043;Processamento Digital de Sinais;77;57;17;3;0.7403;0.2208
FCTE0043;Processamento Digital de Sinais;31;27;2;2;0.871;0.0645
FCTE0043;Processamento Digital de Sinais;48;40;8;0;0.8333;0.1667
FCTE0043;Processamento Digital de Sinais;60;51;5;4;0.85;0.0833
FCTE0043;Processamento Digital de Sinais;82;67;11;4;0.8171;0.1341
FCTE0043;Processamento Digital de Sinais;51;41;6;4;0.8039;0.1176
FCTE0043;Processamento Digital de Sinais;68;57;7;4;0.8382;0.1029
FCTE0043;Processamento Digital de Sinais;32;24;5;3;0.75;0.1562
FCTE0043;Processamento Digital de Sinais;33;25;8;0;0.7576;0.2424
FCTE0044;Comunicações Analógicas;75;54;11;10;0.72;0.1467
FCTE0044;Comunicações Analógicas;74;55;14;5;0.7432;0.1892
FCTE0044;Comunicações Analógicas;57;40;10;7;0.7018;0.1754
FCTE0044;Comunicações Analógicas;70;53;16;1;0.7571;0.2286
FCTE0044;Comunicações Analógicas;61;39;13;9;0.6393;0.2131
FCTE0044;Comunicações Analógicas;82;54;20;8;0.6585;0.2439
FCTE0044;Comunicações Analógicas;78;63;10;5;0.8077;0.1282
FCTE0044;Comunicações Analógicas;62;44;12;6;0.7097;0.1935
FCTE0044;Comunicações Analógicas;41;36;3;2;0.878;0.0732
FCTE0044;Comunicações Analógicas;72;45;23;4;0.625;0.3194
FCTE0044;Comunicações Analógicas;62;40;17;5;0.6452;0.2742
FCTE0044;Comunicações Analógicas;44;34;8;2;0.7727;0.1818
FCTE0044;Comunicações Analógicas;66;52;12;2;0.7879;0.1818
FCTE0044;Comunicações Analógicas;82;66;14;2;0.8049;0.1707
FCTE0044;Comunicações Analógicas;71;60;9;2;0.8451;0.1268
FCTE0044;Comunicações Analógicas;19;15;3;1;0.7895;0.1579
FCTE0044;Comunicações Analógicas;73;51;18;4;0.6986;0.2466
FCTE0044;Comunicações Analógicas;73;60;11;2;0.8219;0.1507
FCTE0044;Comunicações Analógicas;68;47;15;6;0.6912;0.2206
FCTE0044;Comunicações Analógicas;43;26;16;1;0.6047;0.3721
FCTE0044;Comunicações Analógicas;60;52;5;3;0.8667;0.0833
FCTE0044;Comunicações Analógicas;37;29;6;2;0.7838;0.1622
FCTE0044;Comunicações Analógicas;71;48;21;2;0.6761;0.2958
FCTE0044;Comunicações Analógicas;47;42;4;1;0.8936;0.0851
FCTE0045;Comunicações Digitais;50;41;8;1;0.82;0.16
FCTE0045;Comunicações Digitais;67;57;7;3;0.8507;0.1045
FCTE0045;Comunicações Digitais;42;33;9;0;0.7857;0.2143
FCTE0045;Comunicações Digitais;73;55;14;4;0.7534;0.1918
FCTE0045;Comunicações Digitais;55;37;17;1;0.6727;0.3091
FCTE0045;Comunicações Digitais;40;36;4;0;0.9;0.1
FCTE0045;Comunicações Digitais;27;21;5;1;0.7778;0.1852
FCTE0045;Comunicações Digitais;81;55;23;3;0.679;0.284
FCTE0045;Comunicações Digitais;60;51;7;2;0.85;0.1167
FCTE0045;Comunicações Digitais;57;42;14;1;0.7368;0.2456
FCTE0045;Comunicações Digitais;59;39;18;2;0.661;0.3051
FCTE0045;Comunicações Digitais;80;59;20;1;0.7375;0.25
FCTE0045;Comunicações Digitais;35;24;11;0;0.6857;0.3143
FCTE0045;Comunicações Digitais;56;47;9;0;0.8393;0.1607
FCTE0045;Comunicações Digitais;41;32;9;0;0.7805;0.2195
FCTE0045;Comunicações Digitais;79;63;16;0;0.7975;0.2025
FCTE0045;Comunicações Digitais;22;19;3;0;0.8636;0.1364
FCTE0045;Comunicações Digitais;65;55;8;2;0.8462;0.1231
FCTE0045;Comunicações Digitais;35;26;8;1;0.7429;0.2286
FCTE0045;Comunicações Digitais;42;34;5;3;0.8095;0.119
FCTE0045;Comunicações Digitais;51;33;15;3;0.6471;0.2941
FCTE0045;Comunicações Digitais;23;18;4;1;0.7826;0.1739
FCTE0045;Comunicações Digitais;71;50;19;2;0.7042;0.2676
FCTE0045;Comunicações Digitais;25;19;5;1;0.76;0.2
FCTE0046;Antenas e Propagação;78;60;16;2;0.7692;0.2051
FCTE0046;Antenas e Propagação;52;40;10;2;0.7692;0.1923
FCTE0046;Antenas e Propagação;20;16;2;2;0.8;0.1
FCTE0046;Antenas e Propagação;53;39;10;4;0.7358;0.1887
FCTE0046;Antenas e Propagação;52;40;12;0;0.7692;0.2308
FCTE0046;Antenas e Propagação;52;34;18;0;0.6538;0.3462
FCTE0046;Antenas e Propagação;20;15;5;0;0.75;0.25
FCTE0046;Antenas e Propagação;45;26;17;2;0.5778;0.3778
FCTE0046;Antenas e Propagação;50;37;13;0;0.74;0.26
FCTE0046;Antenas e Propagação;80;57;21;2;0.7125;0.2625
FCTE0046;Antenas e Propagação;51;40;10;1;0.7843;0.1961
FCTE0046;Antenas e Propagação;61;45;12;4;0.7377;0.1967
FCTE0046;Antenas e Propagação;57;35;19;3;0.614;0.3333
FCTE0046;Antenas e Propagação;71;51;17;3;0.7183;0.2394
FCTE0046;Antenas e Propagação;18;13;4;1;0.7222;0.2222
FCTE0046;Antenas e Propagação;65;48;14;3;0.7385;0.2154
FCTE0046;Antenas e Propagação;49;35;13;1;0.7143;0.2653
FCTE0046;Antenas e Propagação;56;38;17;1;0.6786;0.3036
FCTE0046;Antenas e Propagação;23;15;6;2;0.6522;0.2609
FCTE0046;Antenas e Propagação;61;43;17;1;0.7049;0.2787
FCTE0046;Antenas e Propagação;56;44;8;4;0.7857;0.1429
FCTE0046;Antenas e Propagação;22;18;4;0;0.8182;0.1818
FCTE0046;Antenas e Propagação;79;46;30;3;0.5823;0.3797
FCTE0046;Antenas e Propagação;40;32;4;4;0.8;0.1
FCTE0047;Eletrônica de Potência;61;43;16;2;0.7049;0.2623
FCTE0047;Eletrônica de Potência;36;23;12;1;0.6389;0.3333
FCTE0047;Eletrônica de Potência;82;55;23;4;0.6707;0.2805
FCTE0047;Eletrônica de Potência;57;43;12;2;0.7544;0.2105
FCTE0047;Eletrônica de Potência;69;38;28;3;0.5507;0.4058
FCTE0047;Eletrônica de Potência;24;15;8;1;0.625;0.3333
FCTE0047;Eletrônica de Potência;69;48;16;5;0.6957;0.2319
FCTE0047;Eletrônica de Potência;56;35;16;5;0.625;0.2857
FCTE0047;Eletrônica de Potência;51;29;17;5;0.5686;0.3333
FCTE0047;Eletrônica de Potência;35;25;8;2;0.7143;0.2286
FCTE0047;Eletrônica de Potência;72;48;21;3;0.6667;0.2917
FCTE0047;Eletrônica de Potência;77;60;13;4;0.7792;0.1688
FCTE0047;Eletrônica de Potência;20;10;10;0;0.5;0.5
FCTE0047;Eletrônica de Potência;68;44;23;1;0.6471;0.3382
FCTE0047;Eletrônica de Potência;40;29;10;1;0.725;0.25
FCTE0047;Eletrônica de Potência;47;28;16;3;0.5957;0.3404
FCTE0047;Eletrônica de Potência;33;26;5;2;0.7879;0.1515
FCTE0047;Eletrônica de Potência;41;28;11;2;0.6829;0.2683
FCTE0047;Eletrônica de Potência;81;42;32;7;0.5185;0.3951
FCTE0047;Eletrônica de Potência;59;40;18;1;0.678;0.3051
FCTE0047;Eletrônica de Potência;34;27;7;0;0.7941;0.2059
FCTE0047;Eletrônica de Potência;56;37;16;3;0.6607;0.2857
FCTE0047;Eletrônica de Potência;69;44;22;3;0.6377;0.3188
FCTE0047;Eletrônica de Potência;52;35;17;0;0.6731;0.3269
FCTE0048;Controle de Sistemas Dinâmicos;57;31;20;6;0.5439;0.3509
FCTE0048;Controle de Sistemas Dinâmicos;49;29;17;3;0.5918;0.3469
FCTE0048;Controle de Sistemas Dinâmicos;68;45;21;2;0.6618;0.3088
FCTE0048;Controle de Sistemas Dinâmicos;52;32;19;1;0.6154;0.3654
FCTE0048;Controle de Sistemas Dinâmicos;65;32;23;10;0.4923;0.3538
FCTE0048;Controle de Sistemas Dinâmicos;54;34;16;4;0.6296;0.2963
FCTE0048;Controle de Sistemas Dinâmicos;81;42;31;8;0.5185;0.3827
FCTE0048;Controle de Sistemas Dinâmicos;48;28;19;1;0.5833;0.3958
FCTE0048;Controle de Sistemas Dinâmicos;55;28;21;6;0.5091;0.3818
FCTE0048;Controle de Sistemas Dinâmicos;41;27;12;2;0.6585;0.2927
FCTE0048;Controle de Sistemas Dinâmicos;60;41;15;4;0.6833;0.25
FCTE0048;Controle de Sistemas Dinâmicos;30;27;3;0;0.9;0.1
FCTE0048;Controle de Sistemas Dinâmicos;29;17;10;2;0.5862;0.3448
FCTE0048;Controle de Sistemas Dinâmicos;54;31;20;3;0.5741;0.3704
FCTE0048;Controle de Sistemas Dinâmicos;43;21;22;0;0.4884;0.5116
FCTE0048;Controle de Sistemas Dinâmicos;64;46;16;2;0.7188;0.25
FCTE0048;Controle de Sistemas Dinâmicos;62;38;20;4;0.6129;0.3226
FCTE0048;Controle de Sistemas Dinâmicos;59;38;15;6;0.6441;0.2542
FCTE0048;Controle de Sistemas Dinâmicos;18;12;5;1;0.6667;0.2778
FCTE0048;Controle de Sistemas Dinâmicos;58;42;13;3;0.7241;0.2241
FCTE0048;Controle de Sistemas Dinâmicos;66;39;24;3;0.5909;0.3636
FCTE0048;Controle de Sistemas Dinâmicos;21;16;5;0;0.7619;0.2381
FCTE0048;Controle de Sistemas Dinâmicos;33;16;14;3;0.4848;0.4242
FCTE0048;Controle de Sistemas Dinâmicos;19;11;7;1;0.5789;0.3684
FCTE0049;Arquitetura de Computadores;43;35;3;5;0.814;0.0698
FCTE0049;Arquitetura de Computadores;44;33;6;5;0.75;0.1364
FCTE0049;Arquitetura de Computadores;65;51;8;6;0.7846;0.1231
FCTE0049;Arquitetura de Computadores;53;41;8;4;0.7736;0.1509
FCTE0049;Arquitetura de Computadores;20;13;5;2;0.65;0.25
